-999.00	15.42	88.79	28.28	
48.22	54.99	22.74	81.07	
-999.00	14.03	13.40	44.48	
11.06	28.33	-999.00	64.16	
99.75	86.82	90.47	23.25	
92.60	-999.00	31.82	90.45	
84.87	77.13	61.38	7.33	
49.23	-999.00	49.89	93.43	
88.41	8.44	39.81	-999.00	
61.92	99.91	66.69	37.48	
-999.00	90.72	22.59	35.05	
26.49	90.17	-999.00	13.93	
69.36	54.90	56.00	66.53	
9.34	-999.00	31.80	87.56	
75.18	31.82	74.54	10.76	
86.85	-999.00	98.68	83.53	
-999.00	98.75	0.62	2.65	
6.35	73.64	-999.00	96.64	
40.15	96.17	90.85	27.64	
92.75	55.55	42.33	17.64	
62.84	70.84	8.33	5.20	
14.08	1.85	92.95	44.39	
97.69	24.39	-999.00	47.94	
73.32	88.59	85.25	87.28	
18.71	11.87	97.11	93.99	
7.05	28.18	48.08	93.56	
43.87	30.46	27.88	90.02	
-999.00	99.32	23.86	-999.00	
74.18	-999.00	35.33	90.52	
53.85	13.02	74.44	-999.00	
32.85	-999.00	10.59	90.77	
78.58	88.73	-999.00	8.71	
91.29	99.70	1.88	46.39	
21.95	52.20	57.76	86.52	
30.65	65.57	30.33	86.15	
90.26	84.34	50.96	55.56	
84.33	-999.00	51.18	64.09	
15.01	94.07	38.57	92.87	
97.36	-999.00	43.84	18.75	
94.70	79.97	21.15	50.13	
26.88	50.00	58.21	1.85	
48.86	26.06	99.48	61.78	
72.15	-999.00	-999.00	59.03	
86.98	16.96	49.89	85.18	
94.15	-999.00	38.31	63.08	
57.42	-999.00	53.52	59.91	
75.86	93.24	17.18	93.45	
82.77	-999.00	90.48	-999.00	
99.31	97.62	54.75	82.13	
1.64	86.70	22.65	73.22	
40.97	80.67	46.13	5.71	
39.97	64.77	-999.00	40.16	
30.61	20.71	54.17	84.98	
70.76	6.70	0.91	91.61	
50.62	6.45	25.80	14.15	
91.83	74.80	85.48	64.69	
92.12	3.11	70.70	23.36	
-999.00	18.08	4.65	-999.00	
58.13	2.68	5.60	85.57	
32.28	23.68	9.46	58.02	
69.01	20.17	67.94	54.67	
54.60	70.89	28.43	16.87	
20.88	19.43	99.16	11.14	
74.43	18.62	59.49	12.51	
26.41	55.58	96.17	56.65	
38.61	75.25	22.99	23.78	
16.31	95.70	-999.00	35.08	
47.55	81.24	13.00	3.29	
91.27	89.85	48.50	98.97	
42.90	44.55	37.53	76.37	
18.62	35.03	81.09	-999.00	
75.38	69.42	-999.00	-999.00	
60.42	47.05	18.66	88.68	
-999.00	33.35	63.52	41.68	
-999.00	-999.00	70.47	76.42	
31.63	90.00	17.05	12.85	
50.36	57.36	89.34	43.46	
12.81	16.72	49.56	57.22	
42.12	6.73	57.55	63.60	
-999.00	39.65	84.87	90.00	
94.23	15.56	39.38	51.18	
-999.00	-999.00	71.35	5.05	
73.92	38.03	95.30	21.77	
-999.00	82.44	-999.00	-999.00	
26.18	81.58	51.32	-999.00	
59.95	-999.00	8.81	57.55	
52.71	68.14	88.81	98.02	
35.07	76.80	-999.00	16.12	
-999.00	31.74	3.19	47.43	
-999.00	60.57	53.04	30.38	
10.62	-999.00	31.27	59.53	
-999.00	85.25	-999.00	50.81	
-999.00	33.71	-999.00	12.76	
42.38	63.75	48.03	24.20	
61.43	49.60	67.19	86.15	
86.19	91.05	34.92	56.21	
12.66	-999.00	54.25	48.43	
95.67	22.18	-999.00	7.61	
-999.00	87.79	30.31	-999.00	
91.27	26.53	7.28	24.89	
83.53	9.35	12.45	74.21	
95.50	-999.00	1.45	59.99	
26.94	-999.00	83.45	95.57	
95.80	35.29	43.34	77.74	
-999.00	5.79	60.73	19.68	
57.76	1.38	60.81	67.82	
44.74	53.52	72.45	-999.00	
-999.00	29.43	90.77	74.36	
39.56	38.85	3.07	4.02	
24.55	12.08	95.49	77.68	
26.53	76.30	97.98	16.72	
12.35	64.02	51.60	86.38	
23.21	91.08	41.55	2.18	
43.18	77.12	0.81	72.34	
52.13	38.36	-999.00	47.29	
-999.00	46.65	-999.00	-999.00	
63.89	7.40	15.49	-999.00	
55.17	79.29	29.56	1.52	
-999.00	30.49	89.02	67.91	
66.24	8.54	17.70	45.40	
79.11	64.41	27.16	-999.00	
61.40	81.89	48.82	14.25	
37.09	80.94	-999.00	24.38	
23.91	-999.00	18.12	0.16	
42.09	78.46	-999.00	50.51	
97.23	48.19	71.55	61.95	
37.29	15.25	-999.00	78.84	
26.84	98.73	45.69	93.21	
61.43	98.01	-999.00	12.96	
24.00	-999.00	-999.00	4.99	
72.84	-999.00	30.92	91.47	
85.87	-999.00	42.91	24.18	
95.49	57.80	19.32	6.39	
94.86	14.96	48.28	70.38	
37.84	4.87	-999.00	-999.00	
12.18	42.34	9.85	89.38	
83.46	53.76	-999.00	74.42	
93.90	7.81	17.70	58.85	
79.70	99.39	-999.00	70.16	
45.68	26.63	1.99	7.87	
90.03	91.84	18.84	40.58	
84.24	70.48	-999.00	80.04	
-999.00	6.83	-999.00	26.72	
38.82	30.54	37.27	98.20	
52.36	51.55	-999.00	-999.00	
23.86	15.10	56.11	-999.00	
70.73	55.80	44.55	51.42	
35.91	-999.00	36.06	25.58	
31.08	52.15	7.73	40.85	
27.80	30.61	91.70	48.46	
-999.00	-999.00	95.22	76.87	
26.06	11.37	62.36	59.05	
90.22	94.73	32.20	15.16	
60.43	53.02	52.27	61.76	
6.18	84.66	19.13	55.61	
68.95	-999.00	-999.00	-999.00	
41.14	-999.00	69.13	89.57	
-999.00	-999.00	51.45	11.76	
28.95	-999.00	97.49	48.32	
-999.00	14.57	12.26	82.80	
62.20	10.03	82.84	-999.00	
85.11	61.32	13.91	55.77	
-999.00	13.50	48.13	66.80	
67.63	98.99	-999.00	30.38	
98.76	-999.00	93.14	33.55	
-999.00	97.01	93.14	73.38	
12.90	80.52	8.83	-999.00	
26.49	80.04	-999.00	18.79	
41.01	59.87	44.52	92.05	
78.85	75.96	92.25	79.63	
53.40	-999.00	20.84	93.01	
60.81	99.38	16.82	65.69	
14.05	-999.00	68.89	98.20	
49.94	63.29	70.99	14.69	
41.44	15.49	62.95	80.24	
-999.00	-999.00	-999.00	81.57	
-999.00	17.16	44.71	3.99	
-999.00	86.52	99.58	22.90	
-999.00	39.46	-999.00	45.82	
-999.00	97.02	19.94	4.48	
4.07	25.99	96.63	97.21	
4.11	0.39	2.42	31.50	
48.99	94.75	27.81	2.95	
95.99	56.81	57.39	53.48	
93.66	40.70	74.80	23.81	
51.65	97.40	-999.00	-999.00	
13.82	-999.00	16.05	67.79	
28.98	83.33	85.12	91.08	
93.03	13.86	-999.00	-999.00	
88.38	93.43	21.39	34.68	
-999.00	22.76	7.68	80.07	
89.06	70.12	67.66	70.05	
55.57	46.52	75.69	-999.00	
29.34	15.71	2.51	82.24	
86.81	27.69	71.19	73.07	
24.73	2.58	-999.00	84.07	
55.64	64.49	85.35	57.66	
56.64	84.78	17.30	31.81	
96.50	39.12	98.41	26.64	
93.92	87.02	91.31	62.89	
5.19	-999.00	54.73	75.89	
90.27	62.80	39.50	55.77	
64.77	12.19	78.45	73.55	
37.15	93.05	2.50	-999.00	
8.69	13.69	58.85	95.32	
-999.00	44.70	42.77	58.56	
45.83	92.26	93.73	74.56	
32.00	53.16	65.06	47.34	
3.30	98.86	37.62	0.25	
-999.00	63.70	71.50	63.03	
5.42	30.51	9.09	50.65	
33.92	64.80	99.89	-999.00	
89.87	82.49	91.66	32.66	
93.09	73.13	54.13	5.34	
76.04	54.93	82.34	41.95	
27.05	82.32	82.69	94.41	
17.15	74.24	45.90	2.56	
-999.00	84.87	83.09	44.66	
-999.00	97.75	86.71	36.31	
36.93	53.52	63.90	73.58	
62.52	84.86	-999.00	6.70	
39.77	26.14	97.42	-999.00	
19.52	60.34	56.88	63.63	
-999.00	-999.00	40.67	-999.00	
94.74	-999.00	33.49	76.70	
19.64	-999.00	28.03	55.27	
70.13	92.49	-999.00	80.28	
11.02	1.74	14.60	74.10	
0.00	4.37	67.25	63.56	
31.37	56.36	14.33	96.24	
49.37	51.53	97.61	20.02	
25.14	69.67	95.57	-999.00	
25.53	73.44	57.14	11.69	
65.35	15.94	23.29	8.10	
63.61	57.34	95.59	6.32	
86.24	35.88	76.00	-999.00	
26.76	23.29	-999.00	93.95	
45.08	-999.00	-999.00	44.81	
39.22	52.60	-999.00	25.98	
-999.00	54.31	92.31	74.04	
49.86	56.44	31.31	99.89	
47.93	2.71	57.67	-999.00	
92.09	40.60	18.79	64.47	
54.86	96.81	9.44	7.47	
96.64	92.08	38.61	63.45	
89.54	67.03	97.67	88.89	
10.05	86.59	52.94	89.65	
37.22	63.82	77.28	90.23	
76.78	6.47	0.13	36.56	
-999.00	10.58	93.36	34.96	
2.69	39.37	5.37	76.84	
-999.00	45.63	72.06	3.22	
49.65	-999.00	19.53	54.10	
99.13	71.70	-999.00	-999.00	
19.93	19.38	3.82	30.66	
5.69	-999.00	49.23	49.28	
18.85	72.64	86.36	39.84	
98.42	91.91	82.90	29.19	
49.37	-999.00	46.73	36.20	
69.30	99.66	5.03	-999.00	
9.47	-999.00	15.42	11.98	
75.49	15.11	28.67	67.57	
-999.00	85.12	84.24	18.83	
8.11	88.07	68.28	-999.00	
86.81	51.00	36.85	46.11	
60.06	84.08	28.85	27.10	
55.80	14.65	67.50	85.63	
-999.00	1.43	17.07	5.67	
99.81	8.78	6.59	90.96	
14.52	0.30	82.52	62.41	
95.61	57.69	99.74	91.78	
-999.00	4.64	59.32	16.54	
-999.00	88.61	32.80	37.71	
-999.00	91.34	-999.00	35.91	
26.94	39.70	28.12	27.07	
-999.00	97.20	71.71	90.01	
74.88	4.44	96.58	36.65	
83.31	41.04	57.72	45.17	
48.05	19.61	-999.00	-999.00	
97.61	26.54	8.06	60.95	
51.47	83.64	98.12	73.68	
84.45	35.16	86.22	81.54	
80.06	33.76	52.15	51.99	
20.14	9.27	44.43	8.98	
34.34	64.22	-999.00	47.13	
76.91	56.88	72.11	24.22	
22.75	17.54	87.86	51.43	
-999.00	33.53	-999.00	43.73	
61.65	66.18	56.03	12.01	
45.74	27.63	19.36	61.33	
87.10	38.12	86.99	46.02	
16.75	89.39	-999.00	94.36	
90.81	-999.00	96.79	-999.00	
72.12	96.42	16.75	-999.00	
64.18	22.84	32.38	38.50	
32.89	-999.00	74.84	75.85	
34.17	82.62	49.93	70.80	
26.93	97.02	-999.00	-999.00	
17.91	98.71	0.71	74.52	
77.57	82.25	95.60	48.90	
3.34	98.09	60.39	47.26	
22.24	-999.00	85.57	96.08	
87.19	45.21	42.52	59.68	
29.60	80.39	34.21	31.97	
96.57	-999.00	95.23	74.67	
8.20	69.65	11.47	57.11	
86.83	81.72	58.99	22.17	
-999.00	54.18	-999.00	60.24	
23.77	47.52	82.05	43.01	
11.00	9.87	81.82	89.85	
72.92	-999.00	-999.00	74.15	
-999.00	38.59	95.92	33.00	
82.66	14.98	34.26	58.62	
93.19	75.15	86.10	65.58	
86.51	8.36	1.18	79.53	
65.20	37.89	96.39	22.67	
44.39	38.81	-999.00	56.85	
85.38	15.27	-999.00	43.42	
-999.00	73.35	-999.00	56.63	
98.26	86.71	56.07	-999.00	
76.18	81.36	69.94	-999.00	
-999.00	84.85	-999.00	43.36	
91.20	23.05	41.31	62.36	
55.38	59.21	75.26	96.75	
-999.00	0.51	66.80	88.82	
98.82	76.21	53.11	19.86	
19.79	74.55	89.22	86.97	
10.94	72.45	71.14	5.75	
-999.00	23.08	78.72	62.83	
37.72	56.13	61.78	65.24	
54.81	10.14	28.54	-999.00	
20.59	-999.00	45.52	58.83	
87.50	89.54	57.16	88.42	
84.27	90.31	71.45	78.73	
-999.00	-999.00	18.18	71.12	
4.29	24.03	26.35	98.97	
95.91	55.38	3.10	68.32	
62.49	25.69	27.59	-999.00	
58.55	48.09	12.19	38.23	
-999.00	1.77	34.85	31.16	
28.53	15.44	50.61	47.57	
92.67	72.21	17.32	97.70	
94.93	-999.00	27.92	35.35	
45.93	8.73	34.51	30.41	
80.50	84.23	-999.00	19.27	
76.84	27.23	18.16	25.59	
4.66	-999.00	26.10	10.74	
33.06	40.59	6.97	45.43	
2.00	90.70	44.99	43.83	
-999.00	33.37	35.94	21.14	
52.55	33.05	60.37	19.04	
83.77	84.20	56.49	88.92	
-999.00	43.20	37.74	8.69	
89.48	83.29	-999.00	-999.00	
67.23	-999.00	89.17	65.75	
33.22	-999.00	39.54	73.46	
40.18	80.22	47.14	13.76	
-999.00	91.83	82.98	68.97	
57.56	-999.00	80.05	27.16	
-999.00	59.19	37.47	10.67	
75.24	53.77	94.45	33.27	
76.83	40.88	12.14	3.20	
33.50	84.09	66.87	86.02	
90.74	96.56	82.26	29.56	
22.65	7.25	44.23	39.98	
59.49	93.92	71.43	48.35	
67.82	88.41	18.48	58.89	
53.83	81.30	-999.00	37.27	
97.73	52.92	5.28	82.49	
20.58	62.07	-999.00	-999.00	
89.75	24.20	78.34	85.78	
24.01	87.71	-999.00	53.47	
23.14	37.95	0.77	57.90	
0.58	1.27	-999.00	59.43	
5.11	41.76	74.23	-999.00	
18.62	87.11	55.59	55.28	
-999.00	76.72	21.61	70.44	
22.68	69.44	41.92	22.38	
11.55	9.35	-999.00	46.37	
53.47	16.13	77.82	33.12	
82.81	98.17	90.24	41.48	
-999.00	51.70	60.17	14.27	
48.48	5.11	71.52	-999.00	
85.24	85.27	6.93	30.94	
-999.00	40.76	-999.00	36.98	
49.56	93.03	-999.00	9.50	
41.89	-999.00	31.42	-999.00	
25.65	58.50	-999.00	93.89	
71.72	10.28	49.84	70.32	
-999.00	59.14	-999.00	97.74	
28.03	-999.00	11.10	82.19	
26.18	7.86	58.64	-999.00	
50.88	-999.00	81.35	57.60	
37.55	13.24	26.54	30.32	
21.38	61.55	86.82	35.11	
96.88	43.28	-999.00	14.26	
2.75	36.66	43.45	47.94	
52.72	28.65	43.14	13.59	
-999.00	27.18	-999.00	87.40	
41.72	4.08	29.81	90.59	
79.42	27.76	96.82	13.95	
78.19	40.30	89.67	78.05	
-999.00	81.30	92.44	34.52	
68.68	19.27	-999.00	8.50	
21.36	95.60	36.03	83.73	
-999.00	6.91	16.31	42.40	
98.47	2.48	-999.00	18.40	
68.00	81.47	37.33	-999.00	
84.43	-999.00	30.23	97.39	
5.84	45.13	78.20	89.77	
37.12	88.58	-999.00	29.50	
19.02	40.93	11.44	80.70	
-999.00	93.41	44.16	27.36	
87.23	21.79	53.02	75.74	
40.80	78.71	-999.00	52.63	
-999.00	43.72	92.92	2.57	
59.53	16.19	62.37	31.52	
69.22	67.13	42.10	83.17	
-999.00	38.67	48.03	13.29	
67.31	62.08	94.71	47.28	
54.59	37.93	90.44	84.72	
90.36	2.73	-999.00	58.24	
89.89	15.78	-999.00	54.34	
77.73	40.58	64.78	82.74	
-999.00	8.21	42.58	-999.00	
-999.00	23.64	52.71	59.70	
51.51	7.88	58.73	-999.00	
-999.00	-999.00	48.89	17.94	
84.92	-999.00	61.91	-999.00	
54.71	11.15	44.61	48.59	
32.79	37.66	29.42	81.66	
35.98	0.90	90.29	-999.00	
99.93	75.28	53.48	12.95	
5.37	30.48	57.67	0.65	
-999.00	8.99	85.89	92.75	
35.39	92.79	67.75	96.85	
-999.00	1.75	14.13	93.14	
61.32	-999.00	61.41	-999.00	
0.79	43.68	2.51	23.02	
63.32	38.12	13.53	45.28	
17.31	60.93	78.75	31.21	
68.64	45.34	24.13	25.97	
58.42	18.05	75.17	60.11	
34.68	60.54	4.56	86.18	
-999.00	-999.00	87.17	67.06	
80.94	39.76	97.25	-999.00	
36.79	96.94	71.17	30.99	
64.48	19.71	32.50	73.46	
14.43	85.08	26.04	90.38	
76.48	72.82	-999.00	48.73	
-999.00	32.94	69.69	42.00	
35.95	60.41	63.39	25.61	
58.46	-999.00	16.47	6.85	
87.30	42.60	68.59	56.03	
86.41	5.65	42.58	75.59	
72.24	-999.00	-999.00	86.60	
29.55	85.03	48.57	21.24	
35.35	47.43	82.52	-999.00	
7.58	99.42	66.45	19.10	
18.44	79.17	-999.00	-999.00	
20.64	54.89	88.08	73.90	
39.02	11.79	51.76	32.87	
33.73	13.62	86.97	62.20	
42.13	0.61	16.43	-999.00	
-999.00	20.73	85.81	0.26	
27.39	-999.00	50.43	20.61	
7.63	86.01	64.27	43.44	
64.85	69.59	29.63	40.20	
26.40	26.70	34.61	78.91	
67.16	84.75	21.37	9.36	
62.33	93.47	32.90	35.35	
56.67	29.24	-999.00	87.05	
63.49	74.88	79.64	56.32	
12.84	99.58	65.76	89.15	
49.78	70.53	50.66	22.71	
12.71	73.57	-999.00	-999.00	
86.02	46.17	47.85	49.76	
7.94	83.53	1.09	47.54	
94.99	33.51	-999.00	-999.00	
37.94	-999.00	61.46	49.51	
91.73	-999.00	69.23	9.08	
-999.00	33.72	95.64	37.06	
41.68	39.37	-999.00	99.13	
-999.00	52.39	35.74	74.76	
38.81	21.41	68.42	79.20	
63.84	74.71	43.34	51.99	
32.19	73.85	91.23	59.75	
20.07	30.61	37.36	1.06	
60.02	20.80	35.43	85.44	
68.31	8.11	87.46	73.77	
73.11	23.61	45.61	76.99	
-999.00	73.65	61.55	86.19	
61.17	16.37	0.80	48.37	
55.62	15.58	21.55	34.09	
49.45	17.35	-999.00	-999.00	
18.85	87.33	32.41	7.46	
6.41	86.35	2.94	6.62	
-999.00	89.33	-999.00	-999.00	
91.71	89.39	41.79	94.21	
45.38	80.10	57.00	64.09	
69.01	70.76	52.54	48.81	
98.00	72.13	54.91	20.37	
55.04	39.61	96.86	31.61	
65.55	69.77	82.83	74.77	
-999.00	24.18	96.83	51.95	
-999.00	-999.00	87.96	42.99	
46.44	96.81	4.35	35.46	
-999.00	85.22	63.29	57.01	
87.11	74.41	-999.00	-999.00	
79.05	70.57	63.03	99.55	
53.24	72.42	6.61	14.62	
19.63	60.92	33.87	93.68	
-999.00	75.89	23.83	33.55	
33.28	54.84	-999.00	13.18	
40.36	8.07	85.82	69.78	
-999.00	15.12	-999.00	43.62	
-999.00	4.45	13.67	58.73	
-999.00	93.60	91.89	27.21	
78.20	80.55	44.19	48.15	
27.28	14.18	26.41	0.30	
14.33	27.41	40.65	45.47	
85.78	17.53	-999.00	92.41	
48.34	38.10	69.15	87.67	
36.94	71.19	55.05	21.12	
97.23	45.30	32.56	95.62	
67.40	13.18	22.63	57.31	
69.77	19.48	6.54	59.08	
99.37	17.20	-999.00	49.43	
54.09	51.88	24.30	24.05	
20.94	-999.00	78.30	-999.00	
63.03	16.80	35.40	92.53	
58.89	69.19	50.40	98.05	
8.04	41.46	12.08	70.52	
63.81	-999.00	90.04	91.92	
70.03	39.47	83.48	5.39	
15.09	72.72	1.65	54.04	
45.05	44.98	0.21	13.57	
15.90	60.26	95.27	-999.00	
9.49	17.67	-999.00	47.76	
-999.00	33.95	58.30	35.96	
70.59	12.66	69.11	74.67	
47.36	54.99	-999.00	33.51	
57.61	27.87	36.39	40.88	
48.08	-999.00	98.69	92.99	
19.33	-999.00	40.77	82.67	
35.39	45.82	9.38	-999.00	
59.85	-999.00	48.22	51.55	
54.84	54.20	11.45	49.35	
-999.00	83.26	69.36	-999.00	
86.00	29.45	56.54	17.36	
-999.00	38.68	-999.00	5.37	
29.73	3.41	74.02	33.01	
37.56	-999.00	93.63	-999.00	
1.02	78.07	-999.00	11.31	
53.76	39.01	18.41	-999.00	
56.36	5.07	20.46	6.94	
15.08	47.69	92.87	9.81	
22.22	-999.00	36.77	-999.00	
-999.00	-999.00	49.61	24.76	
-999.00	42.29	18.64	66.04	
71.89	43.62	4.33	93.25	
32.46	33.35	90.61	20.39	
42.99	-999.00	19.05	99.37	
94.21	58.41	99.94	-999.00	
72.82	-999.00	99.41	92.28	
31.04	55.74	47.91	81.69	
71.17	84.68	83.32	6.10	
49.95	41.57	26.10	-999.00	
2.33	98.88	15.26	14.11	
15.13	84.22	97.10	51.19	
-999.00	33.28	0.28	69.55	
46.56	96.20	34.17	2.29	
72.55	92.84	65.64	-999.00	
9.79	36.69	21.35	-999.00	
71.87	93.37	44.72	71.37	
30.92	96.85	99.24	-999.00	
-999.00	99.62	56.26	97.86	
56.29	5.30	59.42	77.01	
0.43	95.89	22.65	24.80	
90.52	41.34	-999.00	61.30	
29.33	-999.00	18.68	90.45	
-999.00	46.67	71.11	59.55	
-999.00	81.83	-999.00	19.19	
98.59	87.55	-999.00	76.13	
68.41	18.86	6.19	-999.00	
35.47	-999.00	55.63	5.05	
51.91	48.44	52.30	39.58	
19.92	36.42	9.63	99.13	
98.79	6.25	19.01	39.56	
9.10	36.24	74.41	36.61	
26.43	39.05	15.28	15.37	
-999.00	4.67	85.46	70.01	
-999.00	49.46	97.15	-999.00	
92.33	44.36	31.51	41.47	
54.92	1.89	-999.00	29.90	
52.81	85.22	61.40	92.50	
17.61	52.15	29.62	38.71	
68.47	40.96	71.98	60.13	
63.33	12.95	54.74	76.27	
76.54	7.49	1.82	78.77	
64.89	28.13	5.80	-999.00	
29.23	98.62	51.54	94.79	
50.82	76.51	25.25	75.51	
80.05	10.43	64.01	-999.00	
-999.00	13.98	45.98	-999.00	
-999.00	73.58	64.23	93.45	
82.38	89.24	87.85	88.45	
79.17	-999.00	0.44	74.64	
-999.00	65.69	9.28	60.57	
-999.00	91.85	60.60	53.69	
63.18	98.71	97.64	79.86	
93.22	41.53	93.54	98.25	
50.46	32.62	89.88	35.03	
-999.00	69.41	55.82	99.94	
51.60	8.58	41.94	54.97	
80.80	81.40	12.38	45.56	
54.08	-999.00	87.36	79.09	
41.95	-999.00	34.98	45.64	
73.67	0.69	91.84	23.95	
16.01	-999.00	-999.00	43.30	
50.13	49.22	4.42	61.58	
-999.00	-999.00	74.49	60.54	
86.48	-999.00	95.97	8.88	
12.62	72.70	17.34	23.54	
4.00	3.43	11.78	-999.00	
60.12	85.21	82.96	61.23	
71.65	1.71	38.33	-999.00	
18.38	90.76	29.06	84.30	
37.84	35.20	28.84	86.40	
81.19	18.32	49.65	32.51	
28.20	16.95	57.57	51.62	
3.04	50.33	2.46	48.80	
-999.00	47.73	-999.00	81.18	
-999.00	37.66	96.12	16.01	
-999.00	0.57	78.83	68.81	
20.67	62.16	93.86	32.44	
65.52	-999.00	26.87	58.60	
53.27	75.82	56.03	51.13	
21.68	36.47	-999.00	55.27	
7.30	4.50	30.83	66.17	
97.75	42.53	-999.00	0.00	
21.27	-999.00	89.41	43.57	
71.28	-999.00	0.07	-999.00	
-999.00	43.86	88.74	62.97	
76.82	89.28	27.54	36.74	
96.21	45.54	17.05	83.15	
28.02	72.31	14.07	48.05	
61.10	-999.00	51.81	38.21	
13.31	99.87	5.15	41.11	
77.24	48.39	-999.00	51.57	
88.18	79.29	0.07	62.11	
9.04	56.11	39.87	2.11	
5.60	96.45	49.60	-999.00	
63.14	74.56	27.15	92.83	
-999.00	28.12	19.39	71.22	
79.94	18.69	84.78	82.43	
6.41	-999.00	93.31	36.94	
55.32	-999.00	90.21	-999.00	
7.25	52.76	65.74	30.94	
8.31	-999.00	97.36	19.77	
-999.00	-999.00	68.59	84.45	
-999.00	61.10	93.80	93.93	
79.25	70.06	61.93	69.11	
14.18	1.61	-999.00	29.18	
18.96	32.43	15.28	49.01	
-999.00	30.56	1.29	87.73	
13.63	61.90	-999.00	73.67	
35.85	71.59	90.88	-999.00	
93.93	89.10	51.91	55.06	
-999.00	67.78	36.02	64.56	
89.55	87.86	12.73	32.70	
41.35	54.92	89.64	-999.00	
-999.00	56.67	-999.00	85.17	
92.98	41.93	-999.00	77.55	
-999.00	-999.00	10.69	12.04	
62.50	59.89	36.76	72.26	
20.14	37.84	15.68	-999.00	
14.25	69.13	9.05	-999.00	
-999.00	25.92	-999.00	36.89	
44.45	55.74	20.44	43.45	
63.45	1.85	34.14	77.73	
62.80	13.32	23.37	-999.00	
77.24	-999.00	65.67	17.11	
